UsuarioID,Nome,Email,Telefone,DataNascimento,Genero,CidadeID,CEP,Profissao,RendaFamiliar,Fumante,DataCadastro,DataUltimaAtualizacao,Ativo
142,Rodrigo Freitas,holiveira@example.com,21 0768-7902,1982-02-02,F,486,74135653,Paramédico,1705.37,0,2024-06-08 22:06:48.662179,2025-06-21 22:44:20.031831,1
143,Bella Silva,da-motaayla@example.org,+55 84 4644-2359,1998-12-24,M,19,14477708,Professor,2349.59,0,2024-03-19 14:02:17.674397,2025-06-25 08:28:32.386568,1
144,Camila da Paz,julia69@example.org,51 6484 0927,1959-03-03,M,363,33459419,Designer gráfico,2838.7,0,2023-07-31 19:58:45.016960,2025-07-07 13:39:58.094454,1
145,Enrico da Mata,tfernandes@example.org,+55 (041) 2907 5422,1987-03-24,F,249,34613226,Engenheiro acústico,5391.03,0,2025-02-01 12:48:52.816956,2025-02-22 02:57:08.324754,1
146,Sophie Casa Grande,viniciuscavalcanti@example.net,+55 71 8980-1476,2005-12-14,O,178,28685-095,Co-piloto,7395.71,0,2024-07-25 14:29:04.718210,2025-04-06 13:05:51.550739,1
147,Ayla Câmara,ebarbosa@example.net,71 9836-3915,1951-07-16,M,33,57141-308,Personal trainer,5992.71,0,2023-10-20 12:36:58.007272,2025-05-20 16:23:25.683647,1
148,Marcela Alves,biancamachado@example.org,0900-658-6681,1987-04-26,M,295,50065834,Caminhoneiro,4582.92,0,2024-04-29 12:20:58.801676,2025-01-09 00:13:40.013851,1
149,Ana Júlia Gonçalves,bernardo25@example.org,+55 81 0348-4545,1966-05-15,F,277,56691-084,Tecnólogo em negócios imobiliários,1804.12,1,2023-10-30 12:27:45.301967,2024-09-19 01:48:19.731169,1
150,Maria Fernanda da Costa,stephanyduarte@example.net,+55 41 6793-2633,1997-01-10,M,131,11717-360,Capitão,2429.77,0,2025-05-20 06:30:37.738501,2024-10-15 00:07:24.931921,1
151,Anna Liz Freitas,vlima@example.org,+55 71 5708-1175,1985-06-19,M,448,99254048,Lactarista hospitalar,3310.86,0,2024-01-05 09:25:09.740025,2024-10-18 05:50:18.740152,1
152,Arthur Dias,gda-rosa@example.org,0900 661 4466,1960-11-03,M,141,20534196,Agrônomo,2172.82,0,2025-01-06 11:28:06.039080,2024-07-31 14:50:10.092130,1
153,Lucas Gabriel Vieira,wteixeira@example.org,31 8490 8957,1976-12-18,F,215,04483970,Engenheiro de transportes,3978.27,0,2024-04-30 05:21:07.817341,2025-05-13 14:24:19.705863,1
154,Davi Miguel Andrade,samuel68@example.org,+55 71 0706 1140,1992-01-29,F,257,93227093,Consultor de moda,4273.73,0,2025-01-09 23:24:46.963034,2024-08-27 22:12:29.043251,1
155,Ravy Sampaio,ucosta@example.net,+55 (051) 2359-6065,1994-01-04,M,50,42060120,Gagsman,3897.71,0,2024-10-16 00:54:36.263566,2025-03-18 17:04:09.417079,1
156,Ravy Machado,pedro-miguel01@example.org,41 5522-9509,1973-02-12,M,465,20583428,Epidemiólogo,4976.92,0,2024-09-30 09:38:11.357852,2024-10-12 05:00:40.416233,1
157,Alana Barros,teixeirajoao-miguel@example.com,(031) 4360 4884,1954-05-19,M,180,46412210,Cobrador de ônibus,1896.38,0,2024-02-05 23:26:25.682048,2025-01-22 20:43:22.285145,1
158,José Miguel Cunha,vpeixoto@example.org,61 6181-7457,1946-02-28,F,42,31637-542,Inspetor,4752.44,0,2025-02-14 19:30:20.076751,2024-10-26 06:43:09.451187,1
159,Yan Siqueira,alexandreteixeira@example.com,(051) 7682 6369,1984-03-10,M,185,99317-084,Aeromoça,2105.22,0,2023-10-14 02:54:49.871269,2025-06-07 11:39:23.589081,1
160,Vitória Lima,juan77@example.com,+55 (021) 0897 3036,1965-01-06,M,283,12519-914,Broker/Corretor da bolsa de valores,1862.23,0,2024-09-07 10:55:52.041622,2024-09-27 18:56:50.814615,1
161,João Pedro da Costa,eteixeira@example.org,11 9077 4674,2004-06-29,F,244,46938-536,Angiologista,3889.59,1,2024-04-10 20:05:37.936610,2024-12-10 08:53:46.606879,1
162,Davi Aragão,hellenaduarte@example.com,+55 11 3409-7055,2001-12-19,M,330,62662258,Representante comercial,5474.94,0,2024-02-22 10:13:30.740851,2025-07-22 20:25:34.155463,1
163,Otto Porto,cauacorreia@example.net,(081) 0133 3431,1972-03-15,F,27,01521812,Secretária,3804.75,0,2024-11-15 14:01:27.913543,2024-12-12 06:02:03.320144,1
164,Natália Azevedo,qcunha@example.com,(071) 2749-6318,1952-02-09,M,133,45499-614,Limpador de vidros,3012.13,1,2023-10-10 22:27:48.952845,2025-06-02 00:21:23.419781,1
165,Theo Peixoto,otavio94@example.com,21 5340-2610,1967-07-10,M,398,48415300,Soldado,3481.01,0,2025-05-05 16:47:17.852787,2024-10-19 08:10:45.178079,1
166,Allana Pires,vsouza@example.net,+55 71 5852 6323,1956-11-05,M,42,37692944,Engenheiro petroquímico,3191.4,0,2024-12-03 12:03:24.757728,2025-02-19 08:21:03.376367,1
167,Isabella Silva,ravi-luccacaldeira@example.net,+55 21 0785 7788,1972-07-31,F,417,06958-879,Locutor,1697.69,0,2025-01-02 06:19:33.750804,2025-02-21 07:12:49.420848,1
168,João Vitor Lima,rochakevin@example.org,(011) 6205 4201,1973-12-11,F,47,22423-939,Profissional de marketing,1601.49,0,2023-12-19 00:05:45.198213,2024-12-24 23:28:37.687512,1
169,Luiz Gustavo da Costa,estermacedo@example.net,+55 31 8668 2726,1979-07-21,F,406,80230-039,Cartazeiro,2865.75,0,2024-10-16 01:24:38.089705,2025-05-29 20:10:52.347058,1
170,Maria Vitória Cirino,eborges@example.net,+55 31 4018-8149,2003-07-03,M,172,14078-886,Tecnólogo em produção moveleira,3102.39,0,2025-05-16 11:30:43.335823,2025-06-06 12:35:10.032977,1
171,Antonella Moura,machadopedro-lucas@example.org,(031) 7418-1827,1975-12-21,F,290,41088868,Pedagogo,2997.9,0,2024-11-24 02:58:55.189932,2025-04-22 18:17:30.009168,1
172,Sr. Vinicius Nogueira,rda-rosa@example.com,+55 21 5131 9482,1953-04-22,M,76,23904-427,General,4179.93,0,2023-11-04 17:39:21.502576,2025-05-23 12:51:37.956413,1
173,Sofia Novaes,bmartins@example.org,61 8276-3439,2001-11-18,M,33,21836-737,Ilustrador,2676.49,0,2025-04-11 15:58:29.090299,2025-03-17 15:25:04.274483,1
174,Mathias Melo,ycarvalho@example.org,+55 71 6357-1886,1951-02-25,F,105,38582576,Técnico em aviação,3950.07,0,2024-04-12 08:13:07.819931,2025-04-11 03:14:21.432457,1
175,Mathias Freitas,imacedo@example.com,61 3547-3745,1955-03-26,M,63,05882136,Jogador de futebol,2773.06,1,2025-02-12 02:33:02.514266,2025-04-26 14:47:33.359240,1
176,Antony Fogaça,moraesmariana@example.com,(051) 1472-7479,1998-07-23,M,147,41294-488,Vigilante noturno/diurno,7418.11,0,2025-04-08 17:54:22.582252,2024-10-01 07:49:58.358938,1
177,Luiz Felipe da Costa,maya59@example.com,+55 (081) 1980-7123,1957-10-21,M,244,28896-114,Técnico em higiene dentária,3103.72,0,2025-04-25 08:08:37.329870,2024-12-10 19:13:14.256354,1
178,Dra. Bella Vargas,rhavi48@example.net,+55 (071) 6781-2155,1966-02-03,M,279,15027114,Zelador,9608.1,0,2025-01-01 12:36:20.357092,2024-10-09 21:46:17.456646,1
179,Lívia Carvalho,joao-guilherme95@example.org,+55 81 2373-9977,1945-10-21,M,381,51614-400,Contador,3554.63,0,2023-10-09 19:46:49.896054,2024-08-02 10:23:42.687634,1
180,Luiz Gustavo Nogueira,dsouza@example.com,+55 (031) 4145 8861,1989-08-14,F,310,53911713,Lutador de taekwondo,2678.9,1,2025-02-18 20:16:12.932735,2025-02-14 08:13:46.810524,1
181,Sr. Ravi Sampaio,sarhavi@example.com,+55 11 6432-3590,1974-08-19,M,289,00129929,Retificador,1901.27,0,2024-02-21 19:47:49.423088,2025-05-28 09:06:56.300417,1
182,Emilly Carvalho,amartins@example.net,71 3287 7554,1980-11-30,F,195,63880173,Lutador de luta livre,1448.89,0,2024-04-15 11:39:17.561106,2024-10-26 07:23:00.484933,1
183,Raul Andrade,bda-paz@example.com,21 4004-2109,1969-11-26,F,228,93827-383,Saxofonista,1815.8,0,2025-06-15 01:13:28.055983,2025-02-11 18:47:58.154153,1
184,Guilherme Aparecida,augustomendes@example.com,0500 798 8576,2006-12-01,M,197,65522-429,Guincheiro,1920.22,0,2025-06-28 12:04:06.920363,2025-03-09 04:38:23.146117,1
185,Asafe Dias,ffogaca@example.com,+55 (011) 1966 6793,2007-04-17,M,409,25906-936,Guarda ou policial rodoviário,3631.53,0,2024-08-17 17:08:10.489704,2025-04-04 20:27:25.204666,1
186,Théo Gonçalves,mferreira@example.com,0800 927 8360,2003-10-02,M,110,26777-532,Treinador,2291.4,0,2023-12-14 15:02:49.115779,2024-11-01 12:01:34.987417,1
187,Olívia da Cunha,barbosaanna-liz@example.com,11 9890-9789,1967-03-26,F,3,92266914,Artesão,3273.0,0,2024-08-29 10:32:35.900016,2024-11-22 02:55:12.786053,1
188,Gabriel da Paz,oliveraraujo@example.net,+55 (061) 0798-3381,1975-06-07,M,307,99271805,Contabilista,5658.92,0,2025-06-13 07:48:30.400465,2025-02-13 10:18:32.545863,1
189,Sr. Lucas da Mata,vianabenicio@example.net,+55 (021) 1362 4083,1963-06-02,F,97,76834884,Tecnólogo em produção de bebidas,2852.91,0,2025-03-29 02:31:25.760364,2025-01-06 00:15:48.185637,1
190,Léo Lopes,oliveiraagatha@example.net,+55 21 9526 4674,2004-04-13,M,439,84224202,Ventríloquo,8430.22,0,2023-09-07 17:28:09.128901,2025-01-25 05:16:15.970898,1
191,Maysa Gomes,vieirajulia@example.com,+55 61 5632-2505,1997-03-06,F,418,94755-206,Somelier,1655.89,0,2024-01-11 00:53:43.333992,2025-07-21 13:22:39.765999,1
192,Sr. Theo Sales,ufogaca@example.net,(041) 6788 4880,1957-11-20,M,39,09855-801,Marceneiro,2764.76,0,2023-08-04 10:08:58.815388,2024-09-06 12:29:59.372154,1
193,Maria Eduarda Moreira,rodrigosouza@example.com,31 9547 4200,2000-11-04,M,53,89213958,Tapeceiro,2276.38,0,2025-05-22 10:15:30.689905,2025-05-15 11:16:24.913711,1
194,Bryan Siqueira,caroline38@example.com,+55 81 8923 4371,1984-12-12,O,235,48459254,Separador,4761.19,0,2024-07-17 05:24:36.680414,2024-10-29 10:09:58.760305,1
195,Anna Liz Lopes,pfonseca@example.com,(021) 2438 8013,1972-08-19,F,289,88722-686,Datilógrafo,972.73,0,2024-07-11 07:48:02.970098,2025-02-13 10:35:27.370483,1
196,Emilly Nogueira,murilorocha@example.org,(061) 2492-8840,1978-01-07,M,129,61866521,Catador de material reciclável,1448.73,0,2024-07-30 19:12:07.617999,2025-03-09 09:10:40.955614,1
197,Lorenzo Caldeira,clopes@example.net,0500 696 5738,1971-01-25,F,343,30541774,Árbitro e mediador,2825.18,0,2025-06-09 19:47:39.599227,2025-05-01 18:54:39.257046,1
198,Luan Ribeiro,andradevicente@example.com,(081) 3751 2207,1983-08-27,F,282,04732951,Designer de jóia,6474.9,0,2023-12-27 19:00:13.831393,2025-02-26 15:29:12.103267,1
199,Leandro Machado,oliveiraemanuel@example.org,+55 84 1598 0560,1988-02-24,F,152,88875653,Médico nuclear,3337.31,0,2024-04-19 17:30:10.820049,2024-11-13 22:32:34.364300,1
200,Mariane Cavalcante,sousasamuel@example.com,+55 (051) 2247-0321,1998-10-02,F,11,18293873,Nefrologista,1516.6,0,2024-10-06 07:18:24.321944,2025-01-24 21:09:25.588086,1
201,Sra. Marcela Machado,laura11@example.net,+55 41 3780-0684,1996-04-03,M,361,80683018,Salva-vidas,1638.3,0,2024-11-18 07:17:54.090419,2025-03-20 06:00:01.172796,1
202,Luiz Gustavo Pimenta,fdias@example.org,+55 (021) 9642 9385,1996-08-24,M,104,97424537,Administrador público,6880.83,0,2025-07-20 18:28:31.226441,2025-06-14 04:19:39.224555,1
203,Kamilly Porto,rodriguesanna-liz@example.net,(061) 5079 3200,1954-08-12,M,406,92939-406,Endocrinologista,2185.13,1,2024-03-13 20:03:23.428475,2025-05-16 20:00:26.445817,1
204,Breno Rios,manuelaviana@example.com,51 2244 9130,1996-11-30,F,201,28386008,Lutador de luta livre,1860.35,0,2024-10-25 00:05:17.714427,2024-10-10 00:19:26.465332,1
205,Maria Luiza Fonseca,elima@example.com,51 1085 5704,1987-03-26,F,274,29759-670,Maitre,6239.69,0,2024-08-20 13:12:57.132489,2025-03-02 09:22:33.982048,1
206,Eduarda Alves,maria-isis76@example.org,+55 71 9364 0641,1963-09-06,M,430,78949-049,Gourmet,4942.11,1,2024-10-28 22:48:04.385700,2024-10-08 21:44:33.330178,1
207,Pedro Lucas Andrade,fmoraes@example.net,31 1182 2241,1999-06-18,M,422,06849-128,Tecnólogo em jogos digitais,5636.56,0,2024-09-10 03:43:21.936368,2025-03-23 16:07:41.611148,1
208,Bernardo da Costa,da-motamaria-eduarda@example.net,+55 21 2950-1023,1977-06-01,F,179,53878079,Corretor de imóveis,1853.77,0,2024-03-14 18:45:34.251908,2024-11-29 18:35:47.262870,1
209,Maria Clara Fonseca,qguerra@example.net,+55 (051) 3213-9928,1988-06-05,O,99,13145731,Agrimensor,1390.54,0,2024-05-16 01:55:59.369121,2025-07-01 03:45:33.943386,1
210,Ana Beatriz Pereira,jnovaes@example.net,(051) 8142 7350,1995-11-18,F,373,90247-827,Mensageiro,3186.2,0,2024-07-01 18:25:18.264531,2025-04-16 12:25:51.021210,1
211,Rael Freitas,sousaesther@example.net,+55 (051) 2149-1610,1985-02-13,M,205,56467-905,Gerente de riscos em seguros,3524.74,1,2025-02-11 08:31:45.476276,2025-02-15 07:10:32.322208,1
212,Dr. Breno Oliveira,emillyguerra@example.com,+55 21 9953 2105,1996-02-08,M,92,58850-650,Sushiman,3577.08,0,2024-11-24 01:53:09.021244,2025-03-28 12:51:33.411832,1
213,Vinícius Fonseca,arthur-gabriel89@example.org,0800-784-2814,2006-01-26,M,445,13655783,Tecelão,6242.22,1,2023-08-15 04:44:53.564080,2025-05-06 19:39:23.195972,1
214,Luara Rezende,lucas33@example.org,+55 51 5194 1997,1946-02-14,O,96,53107-151,Aeronauta,1252.78,0,2024-03-01 02:30:16.881288,2024-10-25 03:52:42.239667,1
215,Josué Camargo,marcelomonteiro@example.com,0500-817-6301,2004-11-10,M,11,52087510,Vigilante noturno/diurno,4581.8,1,2024-04-16 19:49:12.221465,2024-11-07 06:39:55.490955,1
216,Francisco Monteiro,arthur-gabriel54@example.com,0300-115-4316,1954-04-14,F,9,72661922,Corregedor de justiça,1722.77,0,2024-01-08 19:17:48.755812,2025-01-15 17:48:48.141025,1
217,Maria Julia Novais,sophielima@example.org,(041) 0141-0488,2002-01-10,M,295,83108720,Bartender,4572.74,1,2024-03-16 17:54:33.846996,2024-08-18 09:56:37.993671,1
218,João Vasconcelos,davi-luizda-cunha@example.org,+55 84 0645 6200,1975-01-14,F,313,18315412,Físico nuclear,2350.83,0,2025-03-23 05:42:52.753419,2025-01-09 18:07:58.564640,1
219,Pietro Cunha,davi-luiz31@example.net,0800-832-7365,1948-08-14,F,147,65328846,Acompanhante,1984.29,0,2023-09-03 20:04:02.023433,2024-12-03 12:46:27.710238,1
220,Laura Sales,cgarcia@example.com,+55 (011) 9397-2520,1955-09-18,F,151,42088842,Marinheiro,2197.44,0,2024-03-01 09:42:37.497593,2025-01-12 03:41:25.913174,1
221,Gabriela Campos,cdas-neves@example.org,(051) 6567 9167,1994-01-25,M,158,54795379,Violonista,1446.92,0,2023-11-21 02:53:36.055412,2024-11-07 23:19:30.306108,1
222,Brayan Machado,fernandoda-cunha@example.com,+55 11 2794 4013,1988-02-26,M,324,53914-495,Chaveiro,3041.83,0,2024-08-02 22:27:24.161798,2024-08-18 19:50:54.486819,1
223,Pedro Miguel Borges,lucas-gabriel47@example.com,+55 (031) 5972 5332,1997-10-31,M,29,07424715,Manobrista,2025.69,0,2023-11-03 08:20:17.113921,2024-09-21 13:26:12.363061,1
224,Luiza Rios,jose-miguel03@example.com,(041) 9707 3068,1996-03-07,O,462,71914-651,Oficial de justiça,4416.7,0,2023-11-16 10:18:47.832515,2025-02-18 22:37:59.407306,1
225,Sr. Yan Nogueira,alexia10@example.net,(011) 8878-6192,1993-02-15,F,108,03872528,Corretor de seguros,4105.28,0,2025-04-07 23:36:57.178612,2024-10-25 00:35:40.708348,1
226,Kaique Castro,raelviana@example.net,+55 (081) 2285 4040,1981-08-24,F,500,53541-886,Marechal,6933.21,0,2025-03-10 16:23:02.203898,2024-09-06 01:23:20.690263,1
227,Dra. Emanuella Vieira,oramos@example.com,+55 (011) 6166-8450,1965-07-07,F,83,61662825,Investigador particular,3580.16,0,2025-03-23 01:34:15.199772,2024-08-08 18:29:11.329660,1
228,Sr. Davi Costa,nascimentojoana@example.com,+55 41 5622 5848,1945-10-02,F,371,07713965,Músico,3867.4,0,2025-04-05 18:35:11.987086,2025-01-26 01:15:06.313606,1
229,Isaac Vieira,maysa74@example.org,+55 61 9060 4598,1953-10-06,M,108,48874-481,Jogador de basquete,6003.21,0,2023-11-02 13:40:07.721281,2024-12-07 17:32:49.734447,1
230,Amanda Fonseca,fernandocostela@example.com,+55 (061) 7814-7056,1980-05-23,O,42,54328-196,Estoquista,2178.01,0,2024-06-09 15:58:55.266301,2024-11-22 12:51:22.121317,1
231,Maria Eduarda Martins,montenegromarcos-vinicius@example.org,(031) 9717 2912,1950-10-30,M,431,02738-638,Lenhador,1416.4,0,2025-02-20 17:44:56.814680,2025-01-17 02:22:32.633075,1
232,Caroline Pimenta,danielamoraes@example.com,71 9815 3345,1972-06-14,M,418,49112551,Escoteiro,3294.62,1,2024-04-09 11:48:24.863451,2025-01-14 11:30:13.159472,1
233,Benício das Neves,vitorleao@example.com,+55 21 3843-0926,2003-03-04,F,191,99487-493,Preparador de máquinas,1463.64,0,2025-01-15 15:59:29.695984,2025-07-06 22:14:10.491541,1
234,Pietra Moura,ferreiraotto@example.net,0300-788-3310,1992-07-24,M,335,75605-820,Biblioteconomista,10167.68,0,2025-05-01 22:47:15.749404,2025-06-26 08:39:34.410421,1
235,Maria Luísa Oliveira,lucas-gabriel17@example.net,+55 (051) 0852-0564,2002-06-12,M,265,19951279,Gerente de vendas,6171.82,0,2024-01-03 03:16:25.193047,2025-03-03 23:46:46.583163,1
236,Davi Lucas Dias,caroline99@example.org,(081) 9803 4405,1979-09-05,F,413,37505854,Policial civil,8795.44,0,2023-12-11 04:59:55.333768,2024-10-05 18:23:56.698769,1
237,Ana Sophia Machado,dom28@example.com,61 5659-5197,2005-08-19,M,148,14313542,Piloto de avião,3075.5,0,2023-11-09 08:48:34.857649,2024-09-18 01:14:01.326102,1
238,Stella Ferreira,eloah81@example.com,+55 61 3950-4449,1966-01-29,F,248,64507-141,Juiz de direito,3925.65,0,2024-12-24 09:50:00.881684,2024-10-06 04:25:16.659672,1
239,Yuri Porto,wferreira@example.net,+55 84 0954 5549,1962-04-19,M,232,93258-726,Líder comunitário,2369.09,0,2024-03-07 13:26:01.199203,2024-12-01 06:01:30.615362,1
240,Emilly Vargas,pedronascimento@example.org,+55 31 2831 1794,1945-04-01,M,169,55694-804,Agente penitenciário,4635.33,0,2024-04-20 19:55:32.354124,2024-11-03 05:24:49.765580,1
241,Pedro Montenegro,pastorpedro-lucas@example.com,0800 442 2832,1991-05-20,M,440,49299520,Profissional de áudio,1623.32,0,2025-02-11 23:12:32.225941,2025-04-09 02:36:19.351751,1
242,Davi Moreira,novaesbryan@example.net,0900-958-7427,1969-05-01,M,81,38178059,Patologista oral,835.85,0,2024-11-05 18:05:59.853170,2025-02-21 20:59:37.751739,1
243,Kevin Cavalcante,costasophia@example.org,0300-630-4955,1966-03-28,F,74,15827854,Técnico em radiologia,2007.5,0,2025-04-17 05:37:43.714647,2024-09-16 22:02:31.674614,1
244,Lorenzo Santos,helena34@example.org,+55 (031) 9478 6416,2002-02-21,M,274,64522560,Profissional de tecnologia de laticínios,1439.81,1,2025-05-19 14:19:22.423142,2024-12-01 01:46:06.470558,1
245,Luiz Felipe Moreira,ana-liviacastro@example.org,+55 (081) 8828-1059,2005-10-13,F,310,25106-104,Gastrônomo,6241.42,1,2024-05-16 11:37:34.586846,2025-04-02 02:27:11.388256,1
246,Bruno da Cunha,maria-fernanda30@example.net,+55 (031) 5121-1894,1951-09-24,F,94,25085603,Antropólogo,7389.67,1,2024-08-02 23:12:38.253186,2025-05-07 11:25:09.651042,1
247,Yuri da Mota,cavalcantidavi-lucas@example.net,41 2311 6655,1946-01-17,F,187,84759431,Limpador de vidros,1478.13,1,2025-04-14 07:51:04.567403,2024-09-16 12:17:24.801248,1
248,Kevin Pimenta,leonardo73@example.com,51 3630 0433,1984-10-13,O,473,03025502,Triatleta,5686.54,0,2025-01-14 20:39:23.951368,2025-07-03 08:09:20.996689,1
249,Ayla Montenegro,borgesana-carolina@example.net,(051) 9015 6407,1980-05-13,F,118,86844705,Petroleiro,4796.74,0,2024-06-27 14:26:14.397889,2024-08-31 20:47:01.386758,1
250,Eloá Pastor,mborges@example.org,21 5694 1467,1947-06-05,M,317,35870729,Investigador particular,1359.83,0,2024-12-26 11:01:13.546734,2024-08-24 21:24:22.536698,1
251,Daniela Cavalcante,fariaseduarda@example.com,+55 (084) 5928-3962,1966-04-21,M,356,08798583,Escoteiro,2452.51,0,2025-07-28 02:37:30.619864,2024-12-29 00:24:58.918341,1
252,Maitê Nunes,caueazevedo@example.com,31 7741 6165,1974-04-24,M,214,05191-504,Locutor,2230.36,1,2025-03-14 00:59:46.591065,2025-01-05 06:45:13.847941,1
253,Arthur Barros,brenocorreia@example.org,84 6576 4063,1955-01-07,F,467,91309-629,Astronauta,4332.92,0,2024-10-13 03:14:17.315149,2025-06-17 15:22:13.577406,1
254,João Rezende,ana-carolina07@example.com,+55 51 6558 6171,1997-08-28,M,355,34974913,Profissional de tecnologia de laticínios,1612.61,0,2024-05-06 15:21:26.114839,2024-08-13 03:21:01.439559,1
255,Oliver Pinto,riosguilherme@example.org,+55 21 0696 7969,1952-08-14,F,218,72949-626,Otorrinolaringologista,2837.17,0,2024-08-09 17:42:44.450006,2024-12-15 12:33:21.929309,1
256,Ana Monteiro,nfonseca@example.net,+55 21 9249-6234,1994-01-30,F,269,01057732,Nutricionista,2115.47,0,2024-05-08 17:24:25.520376,2024-07-31 15:27:22.645710,1
257,Ísis da Rocha,ana-sophia57@example.com,(011) 3692 8515,2002-09-26,M,329,64256-624,Contador,3776.94,0,2024-08-18 11:13:32.576689,2024-12-20 07:59:04.570216,1
258,Liz Mendes,vda-costa@example.com,84 2837 9477,1993-03-27,F,280,16262809,Babá,2674.73,0,2023-08-26 19:47:41.087715,2025-05-20 05:42:48.519665,1
259,Nathan da Rosa,ana-julia18@example.net,(021) 1733 3601,2002-03-07,M,434,89796-381,Artista/Técnico em espetáculos de diversões,2281.02,1,2024-04-02 20:39:02.180449,2024-10-05 05:07:26.274528,1
260,Ana Sophia Sales,gael-henriquecasa-grande@example.com,+55 (071) 7867 6053,1983-07-29,M,171,86065-124,Meredeira,2679.41,0,2023-10-31 06:05:00.844629,2025-04-26 09:41:49.610493,1
261,Emanuel Macedo,carolina20@example.com,(011) 5035 8165,1963-11-19,F,139,75599-852,Dentista,8250.44,0,2024-10-03 05:35:56.791803,2025-01-22 08:16:54.135664,1
262,Rafaela Martins,enzo91@example.org,(041) 9806 1846,1975-12-13,F,104,08591209,Panfleteiro,2420.07,0,2024-04-02 08:23:57.729297,2025-01-19 09:10:59.611054,1
263,Luigi Pereira,scaldeira@example.net,(031) 8760 8576,1993-03-13,F,18,95159274,Gravurista,1771.35,0,2025-06-11 22:38:54.393538,2024-10-04 16:24:28.611683,1
264,Levi Silva,yramos@example.net,(041) 6036 3242,1955-02-21,M,21,04167-313,Turismólogo,3990.68,0,2023-11-27 09:38:20.483848,2025-05-19 06:32:49.333196,1
265,Dr. Murilo Cardoso,almeidadante@example.net,61 6622-7192,1993-07-19,M,428,91135907,Mestre-de-obras,2774.53,0,2024-11-23 23:01:21.204822,2025-07-29 06:09:04.848181,1
266,Sr. Liam da Costa,liamrios@example.com,+55 31 7366 5667,1955-11-18,F,321,18608318,Limpador de vidros,1469.07,0,2024-07-17 00:38:26.385195,2025-06-23 17:18:18.609588,1
